change_isced68;sh_25.64_isced02_2012;sh_25.64_isced3_2012;sh_25.64_isced68_2012;mortality_25.64_2010;fertility_25.64_2010;migration_fr_25.64
7.55965E-05;0.000107713;8.36171E-05;0.000205896;0.0000279063;0.010111492;-0.007665896
2.29735E-05;7.2223E-05;7.68237E-05;0.000180256;0.0000236614;0.008573406;-0.006499816
2.27022E-05;0.000106728;7.4341E-05;0.000196252;0.0000274346;0.009940594;-0.007536332
5.55412E-05;4.55806E-05;4.94448E-05;0.00015925;0.0000178443;0.006465658;-0.004901855
8.73125E-05;0.000120993;0.000148722;0.000305919;0.000042449;0.015380862;-0.0116608
0.000174859;9.06524E-05;0.000126203;0.000349967;0.0000367891;0.01333008;-0.010106027
8.41389E-05;0.000152793;0.000131436;0.000272163;0.0000418987;0.01518148;-0.011509642
4.72903E-05;0.000161836;0.00011913;0.00019924;0.0000386757;0.014013674;-0.010624285
6.40994E-05;0.000168235;0.000128438;0.000199132;0.0000373394;0.013529462;-0.010257185
0.000112765;0.000104059;0.000103112;0.000231882;0.0000319153;0.011564129;-0.008767194
8.37913E-05;0.000136149;0.000141823;0.000306778;0.0000411912;0.014925132;-0.011315295
0.000102232;0.000169588;0.000134991;0.000240889;0.000042842;0.015523277;-0.011768771
6.91104E-05;0.000181228;0.000134296;0.000303534;0.000047873;0.017346194;-0.013150791
0.000127151;9.98339E-05;0.000144846;0.000277898;0.0000347453;0.01258952;-0.009544581
0.000135154;8.80809E-05;0.00010786;0.00028137;0.0000332517;0.012048342;-0.009134294
6.71608E-05;6.44015E-05;0.000105606;0.000236085;0.0000286138;0.01036784;-0.007860243
4.26079E-05;0.000113549;0.000130109;0.000298632;0.0000365533;0.013244631;-0.010041245
6.08674E-05;7.62183E-05;6.80078E-05;0.000182598;0.0000220892;0.008003745;-0.006067935
0.000117453;0.000127649;9.41937E-05;0.000193117;0.0000312079;0.011307782;-0.008572848
3.38001E-05;0.000106683;5.66886E-05;0.000143878;0.0000220106;0.007975262;-0.006046341
7.78486E-05;0.000171818;0.000140959;0.000253083;0.0000418987;0.01518148;-0.011509642
9.58272E-05;0.000147652;0.000110252;0.000223846;0.0000362388;0.013130699;-0.009954868
9.81418E-05;0.000174452;0.000122633;0.000224025;0.0000384399;0.013928225;-0.010559502
2.85726E-05;0.00014676;9.16843E-05;0.00017977;0.0000329373;0.011934409;-0.009047917
3.50396E-05;0.000175065;0.000118189;0.000291296;0.0000416629;0.015096031;-0.01144486
5.94574E-05;0.00016912;0.000110085;0.000182002;0.0000349811;0.012674969;-0.009609363
9.14232E-05;0.000147889;0.00010368;0.000208112;0.0000355314;0.012874351;-0.009760522
7.43038E-05;0.000161819;0.000110169;0.000223183;0.0000363175;0.013159182;-0.009976462
8.72137E-05;0.000161046;8.40747E-05;0.000202369;0.0000334875;0.012133791;-0.009199076
6.16293E-05;0.000165774;8.39817E-05;0.000202874;0.0000340378;0.012333172;-0.009350234
0.00010829;0.000102622;0.000114791;0.00025675;0.00003278;0.011877443;-0.009004729
0.000110518;0.000138154;9.81487E-05;0.000206013;0.0000332517;0.012048342;-0.009134294
0.00014175;0.000118469;8.88452E-05;0.000227459;0.0000308934;0.011193849;-0.008486471
8.07027E-05;7.39348E-05;0.000100679;0.000226881;0.0000275918;0.00999756;-0.00757952
7.76337E-05;6.99346E-05;9.18883E-05;0.00024508;0.0000249191;0.009029135;-0.006845322
6.97022E-05;0.000120567;0.000130746;0.000247347;0.0000342736;0.012418622;-0.009415017
5.75451E-05;0.00012445;8.87177E-05;0.000170482;0.0000293998;0.010652671;-0.008076184
7.55262E-05;0.000104452;7.81801E-05;0.000115072;0.0000246833;0.008943686;-0.006780539
7.4962E-05;8.01262E-05;7.16785E-05;0.000190825;0.0000233469;0.008459474;-0.00641344
5.6024E-05;0.000129903;0.000102752;0.000179228;0.0000306576;0.0111084;-0.008421689
8.56605E-05;0.000177573;8.74596E-05;0.000181292;0.0000320726;0.011621095;-0.008810382
0.000121058;0.000163867;0.000121547;0.000250677;0.000041034;0.014868166;-0.011272107
3.63193E-05;0.000118595;0.000113615;0.000180332;0.0000300287;0.010880535;-0.008248936
0.000108071;0.000156504;0.00010782;0.000217477;0.0000389902;0.014127606;-0.010710661
5.24711E-05;0.000179551;0.000174518;0.000253668;0.000046458;0.016833499;-0.012762098
-8.08413E-07;0.000117695;6.63916E-05;0.000128175;0.0000251549;0.009114585;-0.006910104
9.82434E-06;0.000155751;0.000115427;0.00019118;0.0000337234;0.01221924;-0.009263858
5.32325E-05;7.81566E-05;6.84319E-05;0.000149707;0.0000205956;0.007462566;-0.005657648
6.66789E-05;0.000153372;0.000139521;0.000316034;0.0000459078;0.016634117;-0.01261094
3.48255E-05;8.05906E-05;6.9409E-05;0.000139414;0.0000207528;0.007519532;-0.005700836
5.70339E-05;7.38884E-05;5.48222E-05;0.000111882;0.0000188662;0.006835938;-0.005182578
5.33241E-05;0.00011937;8.10543E-05;0.000209618;0.000029164;0.010567222;-0.007429212
6.37219E-05;0.000185162;0.000143642;0.000236194;0.0000429206;0.01555176;-0.010933558
3.12682E-05;9.97728E-05;0.000117447;0.000175287;0.0000283779;0.010282391;-0.007228964
4.71005E-05;8.29135E-05;0.000118723;0.000156118;0.0000248405;0.009000652;-0.006327847
4.70844E-05;7.86394E-05;5.70012E-05;9.87223E-05;0.0000163507;0.00592448;-0.004165165
0.000149653;0.000271052;0.000222408;0.000304658;0.0000592713;0.02147624;-0.015098722
4.74983E-05;6.56519E-05;6.00207E-05;8.80279E-05;0.0000148571;0.005383302;-0.003784693
8.54676E-05;0.000182442;0.000144337;0.000266482;0.000044257;0.016035972;-0.01127398
4.91058E-05;0.000153345;0.000178189;0.00044845;0.0000540045;0.019567874;-0.013757059
6.83438E-05;0.000104064;8.56064E-05;0.000133003;0.0000229539;0.008317059;-0.005847251
-0.000182167;0.00028668;0.00017052;0.000389525;0.0000632804;0.022928877;-0.016119989
4.15079E-05;0.00011809;0.000111221;0.000189605;0.0000300287;0.010880535;-0.007649485
7.64091E-05;0.000129584;9.36746E-05;0.000185638;0.0000301859;0.010937502;-0.007689535
7.47076E-05;0.000166637;0.00012289;0.000248952;0.0000393832;0.014270022;-0.01003244
6.40096E-05;0.000118676;0.000147003;0.000352797;0.0000421345;0.015266929;-0.010733309
9.36529E-05;0.000236609;0.000185192;0.00029674;0.0000527468;0.019112145;-0.013436661
9.30616E-05;0.00016209;0.000140043;0.000402195;0.0000492094;0.017830406;-0.012535544
-0.000145667;0.000197411;0.000224705;0.000536532;0.0000672895;0.024381514;-0.017141255
-0.000246983;0.000243481;0.000192341;0.000529402;0.0000688617;0.024951176;-0.017541752
3.94692E-05;0.000133148;9.57981E-05;0.000195413;0.0000316795;0.01147868;-0.008070007
4.7523E-05;0.000138903;9.46968E-05;0.000137506;0.0000290854;0.010538739;-0.007409187
8.193E-05;0.000150438;0.000116541;0.000155658;0.0000326228;0.011820477;-0.008310305
8.29912E-05;0.00019217;0.000148695;0.000266271;0.0000448859;0.016263837;-0.011434178
4.75283E-05;0.00011612;6.25961E-05;0.000122333;0.0000240544;0.008715822;-0.006127598
5.09066E-05;0.000145937;0.000119901;0.000216169;0.0000332517;0.012048342;-0.008470503
5.93022E-05;0.000111302;9.19941E-05;0.000146434;0.000026963;0.009769695;-0.006868517
5.47439E-05;0.000145155;7.71934E-05;0.000114045;0.0000290854;0.010538739;-0.007409187
6.29893E-05;0.000107234;5.71167E-05;7.75021E-05;0.0000202026;0.007320151;-0.005146382
9.86051E-05;0.0001566;0.000123495;0.000151089;0.0000350597;0.012703452;-0.008931075
3.64476E-05;0.000132555;0.000155353;0.000179349;0.0000359244;0.013016766;-0.009151348
4.11952E-05;6.63314E-05;8.78973E-05;8.17617E-05;0.0000175299;0.006351726;-0.004465537
0.000105857;0.000158665;0.000121679;0.000166004;0.0000366319;0.013273114;-0.009331571
2.75824E-05;9.2794E-05;6.60401E-05;0.000106634;0.0000198095;0.007177735;-0.005046257
7.59829E-05;0.000109714;8.39457E-05;9.49218E-05;0.000024133;0.008744305;-0.006147623
5.51786E-05;0.000105361;8.00645E-05;0.000103261;0.0000224036;0.008117677;-0.005707077
7.66349E-05;0.000111732;9.60614E-05;0.000156534;0.0000267271;0.009684246;-0.006808442
5.95326E-05;0.000113871;6.6698E-05;7.96888E-05;0.000021932;0.007946779;-0.005586928
5.36944E-05;7.52471E-05;6.88398E-05;9.52211E-05;0.0000176871;0.006408692;-0.004505587
0.000111494;0.000228037;0.000167753;0.000188757;0.000046065;0.016691083;-0.011734551
0.000132791;0.000307259;0.000179334;0.0002409;0.0000546334;0.019795739;-0.013917257
8.91532E-05;0.000261635;0.000164753;0.000216415;0.0000508602;0.018428551;-0.012956066
5.55397E-05;0.00014886;9.66571E-05;9.60793E-05;0.0000279849;0.010139975;-0.00712884
0.000107443;0.000237727;0.000141506;0.000170638;0.0000438639;0.015893557;-0.011173856
7.10085E-05;0.000168922;9.67546E-05;0.000106684;0.0000294785;0.010681154;-0.007509312
7.48941E-05;0.000260818;9.53451E-05;0.000129438;0.0000407982;0.014782717;-0.010392887
9.69985E-05;0.000257621;0.000123082;0.000123553;0.000042449;0.015380862;-0.010813409
6.42968E-05;0.000177218;8.47409E-05;0.000137779;0.0000316009;0.011450197;-0.008049982
8.16818E-05;0.000185167;0.000153473;0.000264738;0.0000441784;0.016007489;-0.011253955
8.9947E-05;0.000294639;0.000133793;0.000166723;0.0000490521;0.01777344;-0.012495494
0.00010516;0.000181332;0.000149687;0.000254457;0.0000426062;0.015437828;-0.010853458
9.50055E-05;0.000117354;0.00012372;0.000270475;0.000032387;0.011735028;-0.00825023
8.72473E-05;0.00019126;0.000146171;0.000254076;0.0000443356;0.016064455;-0.011294005
7.9687E-05;0.000190214;9.81656E-05;0.000126148;0.0000313651;0.011364748;-0.007989907
8.34299E-05;0.000124762;9.39227E-05;0.000143236;0.0000264127;0.009570314;-0.006728343
6.33058E-05;0.000140496;7.29666E-05;0.00012645;0.0000270416;0.009798179;-0.006888542
8.62156E-05;0.00021455;0.000130985;0.000148523;0.0000407196;0.014754234;-0.010372862
9.02641E-05;0.000230954;0.000152201;0.000202748;0.0000459864;0.0166626;-0.011714526
2.42376E-05;0.000112398;7.61668E-05;0.000105827;0.0000204384;0.0074056;-0.005206456
4.27109E-05;0.000168665;0.000121976;0.000174974;0.0000356886;0.012931317;-0.009091273
4.75838E-05;0.00011647;9.4575E-05;0.000117774;0.0000257838;0.009342449;-0.006568144
4.49272E-05;0.000151125;0.000110728;0.000131138;0.0000306576;0.0111084;-0.007809684
9.42699E-05;0.000214996;0.000155638;0.000214417;0.0000450431;0.016320803;-0.011474228
9.53103E-05;0.000182677;0.00013917;0.000232218;0.0000408768;0.0148112;-0.010412912
0.000144366;0.000234271;0.000142845;0.000223539;0.0000476372;0.017260745;-0.012135047
0.000141435;0.000277821;0.000228786;0.000430744;0.0000697264;0.025264489;-0.017762025
9.58894E-05;0.000195781;0.000108259;0.000197151;0.000039619;0.014355471;-0.010092515
5.09554E-05;0.000230096;0.00011003;0.000130916;0.000037418;0.013557945;-0.009531819
5.77402E-05;8.0987E-05;5.961E-05;0.000133198;0.0000190234;0.006892905;-0.004846009
5.92148E-05;0.000140337;0.000111081;0.0002133;0.0000345881;0.012532554;-0.008810926
9.85827E-05;0.00018562;0.000124795;0.000232068;0.000039226;0.014213055;-0.009992391
0.000117972;0.000191087;0.000136983;0.000274467;0.0000416629;0.015096031;-0.01061316
0.000126426;0.000202912;0.000157351;0.000260792;0.000047873;0.017346194;-0.012195122
7.89973E-05;0.0002259;0.000162987;0.000283289;0.000051489;0.018656415;-0.013116264
0.000103255;0.000283989;0.000161586;0.000289877;0.0000588783;0.021333825;-0.014998598
5.3034E-05;0.00015194;8.57979E-05;0.000174887;0.0000314437;0.011393231;-0.008009932
4.24213E-05;0.000102922;8.04817E-05;0.000116714;0.0000213031;0.007718914;-0.005426729
4.72943E-05;0.000143139;0.000106862;0.000200266;0.000036003;0.013045249;-0.009171373
2.86255E-05;7.97288E-05;7.43092E-05;0.000129751;0.0000199667;0.007234702;-0.005086307
3.32267E-05;0.000144231;0.000107467;0.000175039;0.0000318367;0.011535646;-0.008110056
5.74597E-05;0.000164927;0.000114205;0.00016131;0.0000343522;0.012447105;-0.008750851
7.03123E-05;0.000110172;9.66664E-05;0.000115206;0.0000235828;0.008544923;-0.006007449
4.40101E-05;0.000146643;0.000137695;0.000209871;0.0000352955;0.012788902;-0.008991149
7.01931E-05;0.000155534;0.000133174;0.00022473;0.0000375752;0.013614911;-0.009571869
0.000103414;0.000164281;0.000180243;0.000435584;0.0000559698;0.020279951;-0.01425768
3.49096E-05;7.16712E-05;4.5239E-05;8.49659E-05;0.0000158005;0.005725098;-0.004024991
2.25547E-05;0.000114934;0.000107841;0.00016442;0.0000302645;0.010965985;-0.00770956
9.50063E-05;0.000218683;0.000159964;0.000263641;0.000047873;0.017346194;-0.012195122
2.54589E-05;0.000127051;0.000118459;0.000187631;0.0000316795;0.01147868;-0.008070007
6.80344E-05;0.00020036;0.000194276;0.000307783;0.0000514104;0.018627932;-0.013096239
3.45285E-05;0.000209042;0.000159278;0.0001997;0.000042449;0.015380862;-0.010813409
7.57604E-05;0.000135156;0.000133848;0.000350533;0.0000444142;0.016092939;-0.011314029
6.39712E-05;0.000117442;0.000114023;0.000359168;0.0000416629;0.015096031;-0.01061316
7.63907E-05;0.000121189;0.000119553;0.000366585;0.0000426062;0.015437828;-0.010853458
-0.000281514;0.000185973;0.000214075;0.000574631;0.0000695692;0.025207523;-0.017721975
9.4224E-05;8.21374E-05;0.000109247;0.000260451;0.000024133;0.008744305;-0.006147623
-4.88146E-05;0.000179625;0.000203739;0.000566204;0.0000657959;0.023840336;-0.016760783
0.000122441;0.000121123;0.000126111;0.000248136;0.0000358458;0.012988283;-0.009131323
-0.000246819;0.000146476;0.000184982;0.000711428;0.0000596644;0.021618655;-0.015198847
9.19526E-05;0.000149062;0.000166297;0.000289047;0.0000437853;0.015865074;-0.011153831
0.000295555;0.000126379;0.000109888;0.000455343;0.0000429206;0.01555176;-0.010933558
0.000148086;0.000138433;0.000174831;0.000600443;0.0000603719;0.021875003;-0.01537907
0.000236332;0.000148891;0.000145525;0.000389372;0.0000414271;0.015010582;-0.010553086
0.000120246;0.000157995;0.000154991;0.000511759;0.00005935;0.021504723;-0.015118747
4.83482E-05;0.000116135;0.000163456;0.000384443;0.0000467725;0.016947431;-0.015780819
5.2121E-05;0.000107829;9.67305E-05;0.000158446;0.0000264913;0.009598797;-0.008938044
3.5771E-05;6.52308E-05;8.33826E-05;0.000185111;0.0000217748;0.007889812;-0.007346701
6.44017E-05;0.000128098;9.97004E-05;0.00018483;0.0000319939;0.011592612;-0.010794611
4.49587E-05;9.17151E-05;7.42596E-05;0.000108212;0.0000198881;0.007206218;-0.006710163
6.28027E-05;0.000196987;0.000227033;0.00039644;0.0000566772;0.020536299;-0.01912264
5.57388E-05;0.000124625;7.88944E-05;0.000156188;0.0000282993;0.010253908;-0.009548059
6.32816E-05;9.93748E-05;9.93326E-05;0.000184512;0.0000282207;0.010225425;-0.009521536
3.3536E-05;9.47034E-05;0.000104286;0.000159309;0.0000272774;0.009883628;-0.009203268
5.28485E-05;8.34403E-05;0.000100393;0.000180804;0.0000258624;0.009370932;-0.008725865
6.56266E-05;0.000104635;0.000111987;0.00016825;0.0000275918;0.00999756;-0.009309357
5.37557E-05;7.83119E-05;9.33159E-05;0.000192793;0.0000261769;0.009484865;-0.008831954
6.53379E-05;9.5542E-05;0.000120114;0.000160169;0.0000264913;0.009598797;-0.008938044
6.48406E-05;0.000112372;0.000122016;0.000208728;0.0000318367;0.011535646;-0.010741566
6.65075E-05;0.000119559;0.00010743;0.000135074;0.0000276704;0.010026043;-0.009335879
4.717E-05;9.80008E-05;7.57461E-05;9.98078E-05;0.0000225608;0.008174643;-0.007611924
6.5401E-05;0.000107074;0.000131616;0.000196961;0.000030579;0.011079917;-0.010317208
6.83738E-05;0.000184022;0.000195725;0.000289803;0.0000479516;0.017374677;-0.016178655
2.71213E-05;0.000146158;0.000194117;0.000353242;0.0000480302;0.01740316;-0.016205177
5.85247E-05;0.000153687;0.000115548;0.000194464;0.0000339592;0.012304689;-0.01145767
6.23605E-05;0.000219196;0.000161524;0.000281858;0.000049288;0.017858889;-0.016629535
4.49826E-05;0.000170586;9.94513E-05;0.000109238;0.0000321512;0.011649579;-0.010847655
5.54173E-05;8.96299E-05;9.43483E-05;0.000139643;0.0000233469;0.008459474;-0.007877148
5.63741E-05;0.000136906;0.000113433;0.000195662;0.0000325442;0.011791994;-0.010980267
0.000355818;0.000196045;0.000130658;0.00026089;0.0000358458;0.012988283;-0.012094208
0.000108626;0.000193433;0.000172907;0.000238884;0.0000463794;0.016805015;-0.015648207
6.34392E-05;0.000167148;0.000123747;0.000149158;0.0000346667;0.012561037;-0.011696372
5.23705E-05;0.000175327;0.000156986;0.000235549;0.0000397763;0.014412437;-0.013420327
7.95846E-05;0.000128189;0.000140088;0.000290442;0.0000390688;0.014156089;-0.013181625
1.07041E-05;7.95309E-05;7.70663E-05;0.000123741;0.00002091;0.007576499;-0.007054954
3.47384E-05;8.93324E-05;8.9733E-05;0.00020186;0.0000250763;0.009086102;-0.008460641
4.0672E-05;8.21949E-05;8.59958E-05;0.000175602;0.0000248405;0.009000652;-0.008381074
9.31267E-05;0.000148477;0.000146254;0.000235019;0.0000363175;0.013159182;-0.012253342
7.61901E-05;0.00013452;0.000130243;0.000222433;0.0000359244;0.013016766;-0.01212073
6.545E-05;6.61908E-05;0.000110999;0.000188692;0.0000238186;0.008630372;-0.008036283
1.45088E-05;4.84637E-05;9.80058E-05;0.000168762;0.000020517;0.007434083;-0.006922342
2.78755E-05;8.50218E-05;0.000155945;0.000261745;0.0000356886;0.012931317;-0.012041163
5.57911E-07;8.1806E-05;0.00011985;0.000207107;0.0000296357;0.01073812;-0.009998939
1.1192E-05;5.22566E-05;9.33805E-05;0.000166258;0.00002091;0.007576499;-0.007054954
2.21285E-05;3.47483E-05;8.53877E-05;0.000152857;0.0000183946;0.00666504;-0.006206238
3.28854E-05;7.16329E-05;0.000118007;0.000246386;0.0000301859;0.010937502;-0.010184596
7.64902E-05;8.79733E-05;0.000104198;0.000154602;0.0000246047;0.008915203;-0.008301506
5.06206E-05;7.46081E-05;9.80044E-05;0.00020255;0.000024133;0.008744305;-0.008142372
1.55263E-05;8.80457E-05;0.000114458;0.000189011;0.0000271202;0.009826662;-0.009150223
3.35093E-05;6.42995E-05;7.70601E-05;0.000172014;0.0000214603;0.00777588;-0.007240611
9.81507E-05;0.00013562;0.000128755;0.000294821;0.0000382827;0.013871259;-0.012916401
5.73408E-05;8.94618E-05;9.43173E-05;0.000193481;0.0000253908;0.009200034;-0.00856673
7.07442E-05;0.000141902;0.00017434;0.000325867;0.0000427634;0.015494794;-0.014428177
6.64557E-05;0.000106198;0.000137477;0.000276895;0.0000349811;0.012674969;-0.011802461
3.59072E-05;9.25832E-05;0.000118606;0.000205284;0.0000281421;0.010196942;-0.009495014
7.58505E-05;7.63954E-05;8.84814E-05;0.000165246;0.0000242902;0.008801271;-0.008195417
8.19635E-05;0.000151996;0.000133812;0.000216108;0.000037418;0.013557945;-0.012624655
5.86865E-05;0.000100757;0.000156965;0.000224595;0.000033802;0.012247723;-0.011404626
4.26616E-05;0.000127455;8.07118E-05;0.000155992;0.0000296357;0.01073812;-0.009998939
4.67097E-05;9.23706E-05;0.000105924;0.000219527;0.0000282207;0.010225425;-0.009521536
6.87381E-05;8.54976E-05;0.000111782;0.000182277;0.0000260983;0.009456382;-0.008805432
6.64783E-05;0.000153525;0.000136424;0.000200102;0.0000369463;0.013387046;-0.012465521
5.93963E-05;9.0157E-05;0.000120265;0.000207253;0.0000299501;0.010852052;-0.010105029
5.26111E-05;5.20253E-05;7.18812E-05;0.000156939;0.0000184732;0.006693523;-0.00623276
5.36431E-05;0.000111158;8.79617E-05;0.000149367;0.0000272774;0.009883628;-0.009203268
5.98052E-05;5.776E-05;7.84394E-05;0.000150897;0.0000203598;0.007377117;-0.006869298
6.56684E-05;6.34301E-05;0.000107763;0.000172927;0.0000224822;0.00814616;-0.007585402
0.000202119;4.80465E-05;6.93832E-05;0.000130363;0.000017294;0.006266277;-0.005834925
2.02628E-05;7.67608E-05;8.28183E-05;0.000153313;0.0000231897;0.008402508;-0.007824104
7.96689E-05;8.58418E-05;0.000125963;0.000250889;0.0000311292;0.011279299;-0.010502864
6.77386E-05;5.61573E-05;8.14826E-05;0.000157071;0.0000198881;0.007206218;-0.006710163
2.48919E-05;4.75406E-05;8.34424E-05;0.000164011;0.0000202812;0.007348634;-0.006842775
2.62046E-05;0.000105846;0.000167999;0.000318126;0.0000417415;0.015124514;-0.014083386
0.000202095;6.85602E-05;0.000121585;0.000161079;0.0000242116;0.008772788;-0.008168895
5.17765E-05;7.5257E-05;0.00011254;0.000189105;0.0000248405;0.009000652;-0.008381074
2.89595E-05;6.968E-05;9.3838E-05;0.000187117;0.0000225608;0.008174643;-0.007611924
3.00746E-05;8.12402E-05;0.000160062;0.000358709;0.0000371035;0.013444012;-0.012518566
4.78368E-05;7.18489E-05;0.000135989;0.000292058;0.0000312079;0.011307782;-0.010529387
6.59879E-05;0.000107664;0.000135432;0.000217131;0.0000324656;0.011763511;-0.010953745
3.61713E-05;0.000120756;0.00017776;0.000398108;0.0000466153;0.016890465;-0.015727774
3.44802E-05;9.96476E-05;0.000173073;0.000368487;0.0000435495;0.015779625;-0.014693401
3.75025E-05;7.89993E-05;0.000148164;0.00029448;0.0000362388;0.013130699;-0.012226819
8.9746E-05;7.92922E-05;0.000145807;0.000313547;0.0000352955;0.012788902;-0.011908551
