sh_25.64_isced02_2012;sh_25.64_isced3_2012;sh_25.64_isced68_2012;mortality_25.64_2010;fertility_25.64_2010;migration_fr_25.64
0;0.000107789;0.000213932;0.0000298715;0.010823569;-0.008205748
0;8.79755E-05;0.000146872;0.0000266485;0.009655763;-0.007320391
0;0.000144891;0.000290315;0.0000522751;0.018941246;-0.01436006
0;0.00012964;0.000266857;0.0000325442;0.011791994;-0.008939947
0;0.000149878;0.000341648;0.00004465;0.016178388;-0.012265434
0;7.60287E-05;0.000159998;0.0000206742;0.007491049;-0.005679242
0;7.84951E-05;0.000147871;0.0000230325;0.008345542;-0.006327064
0;0.000116291;0.000255305;0.0000348239;0.012618003;-0.009566175
0;9.00752E-05;0.000193178;0.000030579;0.011079917;-0.008400095
0;7.42247E-05;0.000114856;0.000021932;0.007946779;-0.006024747
0;0.000101279;0.00017193;0.000030579;0.011079917;-0.008400095
0;0.000116382;0.000257579;0.000039226;0.014213055;-0.010775443
0;0.000117409;0.000298339;0.0000416629;0.015096031;-0.01144486
0;9.73782E-05;0.000197445;0.0000271988;0.009855145;-0.00747155
0;0.000149333;0.000287372;0.0000440998;0.015979006;-0.012114276
0;9.6657E-05;0.00022887;0.0000333303;0.012076825;-0.009155888
0;9.80512E-05;0.000196729;0.000030579;0.011079917;-0.008400095
0;0.000169564;0.000312002;0.0000502313;0.018200686;-0.013798614
0;9.02499E-05;0.000203078;0.0000334089;0.012105308;-0.009177482
0;0.000115194;0.000218245;0.0000416629;0.015096031;-0.01144486
0;0.000104185;0.00027002;0.0000374966;0.013586428;-0.010300374
0;9.23011E-05;0.000184278;0.0000257052;0.009313966;-0.007061262
0;0.000132147;0.000259011;0.0000404837;0.014668785;-0.011120948
0;9.95485E-05;0.000214319;0.0000292426;0.010595705;-0.008032996
0;0.000103358;0.000250821;0.0000330945;0.011991375;-0.009091105
0;0.000107606;0.000184331;0.0000362388;0.013130699;-0.009954868
0;5.5869E-05;0.000130856;0.0000253908;0.009200034;-0.006974886
0;8.16642E-05;0.00013437;0.000030579;0.011079917;-0.008400095
0;0.000134012;0.000289927;0.0000458292;0.016605634;-0.012589345
0;8.43E-05;0.000152938;0.0000326228;0.011820477;-0.008961541
0;7.95601E-05;0.000167219;0.0000391474;0.014184572;-0.010753849
0;0.00010026;0.00016585;0.000039619;0.014355471;-0.010883414
0;8.10726E-05;0.000138641;0.0000325442;0.011791994;-0.008939947
0;0.000105556;0.000141703;0.0000308934;0.011193849;-0.008486471
0;8.8519E-05;0.000156462;0.0000326228;0.011820477;-0.008961541
0;6.05804E-05;0.000130819;0.0000257838;0.009342449;-0.007082856
0;6.05835E-05;0.000119252;0.0000242116;0.008772788;-0.006650975
0;7.79369E-05;0.000130444;0.0000275918;0.00999756;-0.00757952
0;7.70756E-05;0.000120772;0.0000263341;0.009541831;-0.007234015
0;7.89744E-05;0.000114583;0.0000263341;0.009541831;-0.007234015
0;9.37855E-05;0.000200955;0.0000346667;0.012561037;-0.009522987
0;0.000120564;0.000242549;0.0000415843;0.015067548;-0.011423265
0;0.000172201;0.000286591;0.0000554195;0.020080569;-0.015223823
0;7.85189E-05;0.000143926;0.0000297929;0.010795086;-0.008184154
0;0.000103387;0.000166185;0.0000334089;0.012105308;-0.009177482
0;0.000104755;0.00017836;0.0000363961;0.013187665;-0.009998057
0;0.000126194;0.000216596;0.0000371822;0.013472495;-0.010213997
0;9.10195E-05;0.000218921;0.0000361602;0.013102215;-0.009933274
0;7.04017E-05;0.000118708;0.0000251549;0.009114585;-0.006910104
0;7.82872E-05;0.000148534;0.0000268057;0.009712729;-0.007363579
0;6.20725E-05;0.000141977;0.0000248405;0.009000652;-0.006823728
0;0.000126207;0.00025797;0.0000407196;0.014754234;-0.011185731
0;4.67511E-05;0.000114981;0.0000183159;0.006636557;-0.005031419
0;0.000122718;0.000247978;0.0000386757;0.014013674;-0.010624285
0;7.98676E-05;0.000159409;0.0000225608;0.008174643;-0.006197499
0;9.54128E-05;0.000182567;0.0000267271;0.009684246;-0.007341985
0;5.44435E-05;0.000126008;0.0000183946;0.00666504;-0.005053013
0;6.6971E-05;0.000159696;0.0000212245;0.007690431;-0.0058304
0;8.60712E-05;0.000147859;0.0000242116;0.008772788;-0.006650975
0;0.00012179;0.00022111;0.0000400907;0.014526369;-0.011012978
0;8.36171E-05;0.000205896;0.0000279063;0.010111492;-0.007665896
0;7.68237E-05;0.000180256;0.0000236614;0.008573406;-0.006499816
0;7.4341E-05;0.000196252;0.0000274346;0.009940594;-0.007536332
0;4.94448E-05;0.00015925;0.0000178443;0.006465658;-0.004901855
0;0.000148722;0.000305919;0.000042449;0.015380862;-0.0116608
0;0.000126203;0.000349967;0.0000367891;0.01333008;-0.010106027
0;0.000131436;0.000272163;0.0000418987;0.01518148;-0.011509642
0;0.00011913;0.00019924;0.0000386757;0.014013674;-0.010624285
0;0.000128438;0.000199132;0.0000373394;0.013529462;-0.010257185
0;0.000103112;0.000231882;0.0000319153;0.011564129;-0.008767194
0;0.000141823;0.000306778;0.0000411912;0.014925132;-0.011315295
0;0.000134991;0.000240889;0.000042842;0.015523277;-0.011768771
0;0.000134296;0.000303534;0.000047873;0.017346194;-0.013150791
0;0.000144846;0.000277898;0.0000347453;0.01258952;-0.009544581
0;0.00010786;0.00028137;0.0000332517;0.012048342;-0.009134294
0;0.000105606;0.000236085;0.0000286138;0.01036784;-0.007860243
0;0.000130109;0.000298632;0.0000365533;0.013244631;-0.010041245
0;6.80078E-05;0.000182598;0.0000220892;0.008003745;-0.006067935
0;9.41937E-05;0.000193117;0.0000312079;0.011307782;-0.008572848
0;5.66886E-05;0.000143878;0.0000220106;0.007975262;-0.006046341
0;0.000140959;0.000253083;0.0000418987;0.01518148;-0.011509642
0;0.000110252;0.000223846;0.0000362388;0.013130699;-0.009954868
0;0.000122633;0.000224025;0.0000384399;0.013928225;-0.010559502
0;9.16843E-05;0.00017977;0.0000329373;0.011934409;-0.009047917
0;0.000118189;0.000291296;0.0000416629;0.015096031;-0.01144486
